1;1;;;;
1;2;;;;
1;4;;;;
1;5;;;;
1;8;;;;
1;76;;;;
1;29;;;;
1;13;;;;
2;4;;;;
2;9;;;;
2;13;;;;
2;39;;;;
2;72;;;;
3;8;;;;
3;12;;;;
3;1;;;;
3;4;;;;
3;5;;;;
3;13;;;;
3;88;;;;
